438	10
428	9
84	9
164	8
301	8
254	8
89	8
43	8
285	8
374	7
355	6
182	6
406	5
527	5
351	5
488	5
299	4
149	4
51	4
32	4
197	4
220	4
24	4
227	4
94	4
296	3
15	3
39	3
300	3
179	3
324	3
332	3
339	3
344	3
86	3
26	3
252	3
399	3
98	3
412	3
228	3
113	3
451	3
485	3
276	3
492	3
498	3
502	3
511	3
78	3
529	3
543	3
177	2
71	2
73	2
191	2
195	2
33	2
199	2
204	2
209	2
213	2
82	2
225	2
552	2
85	2
229	2
231	2
233	2
238	2
240	2
251	2
4	2
253	2
21	2
257	2
263	2
264	2
273	2
22	2
283	2
55	2
289	2
291	2
295	2
59	2
101	2
102	2
111	2
312	2
322	2
65	2
326	2
117	2
333	2
338	2
120	2
341	2
343	2
121	2
123	2
127	2
359	2
360	2
366	2
370	2
372	2
128	2
375	2
379	2
380	2
390	2
130	2
400	2
132	2
408	2
409	2
133	2
413	2
414	2
419	2
144	2
434	2
67	2
445	2
447	2
449	2
150	2
454	2
475	2
152	2
158	2
159	2
70	2
165	2
505	2
510	2
167	2
173	2
528	2
174	2
533	2
176	2
550	2
277	1
145	1
146	1
147	1
148	1
41	1
42	1
151	1
10	1
153	1
154	1
155	1
156	1
157	1
44	1
45	1
160	1
161	1
162	1
163	1
46	1
47	1
166	1
48	1
168	1
169	1
170	1
171	1
172	1
49	1
50	1
175	1
11	1
52	1
178	1
53	1
180	1
181	1
54	1
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	1
12	1
192	1
193	1
194	1
56	1
196	1
57	1
198	1
58	1
200	1
201	1
202	1
203	1
13	1
205	1
206	1
207	1
208	1
60	1
210	1
211	1
212	1
61	1
214	1
215	1
216	1
217	1
218	1
219	1
62	1
221	1
222	1
223	1
224	1
63	1
226	1
64	1
14	1
66	1
230	1
2	1
232	1
68	1
234	1
235	1
236	1
237	1
69	1
239	1
16	1
241	1
242	1
243	1
244	1
245	1
246	1
247	1
248	1
249	1
250	1
17	1
72	1
18	1
74	1
255	1
256	1
75	1
258	1
259	1
260	1
261	1
262	1
76	1
77	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	1
19	1
274	1
275	1
79	1
1	1
278	1
279	1
280	1
281	1
282	1
80	1
284	1
81	1
286	1
287	1
288	1
20	1
290	1
83	1
292	1
293	1
294	1
3	1
0	1
297	1
298	1
23	1
87	1
88	1
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
5	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	1
321	1
90	1
323	1
91	1
325	1
92	1
327	1
328	1
329	1
330	1
331	1
93	1
25	1
334	1
335	1
336	1
337	1
95	1
96	1
340	1
97	1
342	1
6	1
99	1
345	1
346	1
347	1
348	1
349	1
350	1
100	1
352	1
353	1
354	1
27	1
356	1
357	1
358	1
28	1
103	1
361	1
362	1
363	1
364	1
365	1
104	1
367	1
368	1
369	1
105	1
371	1
106	1
373	1
107	1
108	1
376	1
377	1
378	1
109	1
110	1
381	1
382	1
383	1
384	1
385	1
386	1
387	1
388	1
389	1
29	1
391	1
392	1
393	1
394	1
395	1
396	1
397	1
398	1
112	1
30	1
401	1
402	1
403	1
404	1
405	1
114	1
407	1
115	1
116	1
410	1
411	1
31	1
118	1
119	1
415	1
416	1
417	1
418	1
7	1
420	1
421	1
422	1
423	1
424	1
425	1
426	1
427	1
8	1
429	1
430	1
431	1
432	1
433	1
122	1
435	1
436	1
437	1
34	1
439	1
440	1
441	1
442	1
443	1
444	1
124	1
446	1
125	1
448	1
126	1
450	1
35	1
452	1
453	1
36	1
455	1
456	1
457	1
458	1
459	1
460	1
461	1
462	1
463	1
464	1
465	1
466	1
467	1
468	1
469	1
470	1
471	1
472	1
473	1
474	1
129	1
476	1
477	1
478	1
479	1
480	1
481	1
482	1
483	1
484	1
37	1
486	1
487	1
131	1
489	1
490	1
491	1
38	1
493	1
494	1
495	1
496	1
497	1
9	1
499	1
500	1
501	1
134	1
503	1
504	1
135	1
506	1
507	1
508	1
509	1
136	1
137	1
512	1
513	1
514	1
515	1
516	1
517	1
518	1
519	1
520	1
521	1
522	1
523	1
524	1
525	1
526	1
138	1
139	1
140	1
530	1
531	1
532	1
141	1
534	1
535	1
536	1
537	1
538	1
539	1
540	1
541	1
542	1
142	1
544	1
545	1
546	1
547	1
548	1
549	1
143	1
551	1
40	1
553	1
